"GEO_ID","NAME","B08130_001E","B08130_001M","B08130_002E","B08130_002M","B08130_003E","B08130_003M","B08130_004E","B08130_004M","B08130_005E","B08130_005M","B08130_006E","B08130_006M","B08130_007E","B08130_007M","B08130_008E","B08130_008M","B08130_009E","B08130_009M","B08130_010E","B08130_010M","B08130_011E","B08130_011M","B08130_012E","B08130_012M","B08130_013E","B08130_013M","B08130_014E","B08130_014M","B08130_015E","B08130_015M","B08130_016E","B08130_016M","B08130_017E","B08130_017M","B08130_018E","B08130_018M","B08130_019E","B08130_019M","B08130_020E","B08130_020M","B08130_021E","B08130_021M","B08130_022E","B08130_022M","B08130_023E","B08130_023M","B08130_024E","B08130_024M","B08130_025E","B08130_025M","B08130_026E","B08130_026M","B08130_027E","B08130_027M","B08130_028E","B08130_028M","B08130_029E","B08130_029M","B08130_030E","B08130_030M","B08130_031E","B08130_031M"
"0500000US42075","Lebanon County, Pennsylvania","69328","2307","68397","2383","43749","2733","24648","2186","931","561","58749","2326","58296","2400","36227","2565","22069","2089","453","416","6206","1325","5773","1195","3866","953","1907","642","433","407","523","575","478","539","103","187","375","508","45","93","915","291","915","291","869","283","46","77","0","177","506","338","506","338","255","239","251","260","0","177","2429","786"
"0500000US47037","Davidson County, Tennessee","384816","5953","381045","6290","319871","6161","61174","4137","3771","971","303198","5856","300875","5938","244479","6696","56396","3885","2323","790","37050","4089","36708","4086","32448","3926","4260","1065","342","223","6102","1355","6045","1342","6010","1339","35","53","57","94","10970","2202","10643","2207","10194","2152","449","327","327","288","5611","1570","4889","1582","4855","1583","34","55","722","458","21885","2699"
"0500000US48167","Galveston County, Texas","158251","4512","158006","4540","92288","4651","65718","4466","245","239","133739","4930","133597","4941","74602","4420","58995","4250","142","159","13836","2128","13836","2128","8683","1584","5153","1362","0","228","1411","642","1308","602","291","258","1017","537","103","183","1359","621","1359","621","1291","631","68","90","0","228","2456","970","2456","970","1971","955","485","281","0","228","5450","1321"
"0500000US51153","Prince William County, Virginia","245719","4229","216298","4864","93310","4481","122988","4526","29421","3013","186048","5166","168861","5382","65567","3940","103294","4576","17187","2341","29610","3172","24305","3040","10409","2408","13896","2131","5305","1230","10044","1552","4655","1019","496","321","4159","979","5389","1291","2078","833","1990","829","1791","829","199","222","88","147","6790","1966","5338","1686","3898","1590","1440","769","1452","799","11149","1575"
"0500000US53011","Clark County, Washington","232379","3880","170952","4784","164622","4802","6330","1255","61427","3166","179787","5066","129642","4420","124259","4309","5383","1104","50145","3052","20491","2561","13446","1747","12664","1680","782","506","7045","1953","5978","1513","2907","1143","2907","1143","0","204","3071","852","4102","1667","4061","1662","3982","1646","79","130","41","67","2950","870","1825","695","1739","701","86","105","1125","595","19071","2041"
"0500000US56021","Laramie County, Wyoming","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01051","Elmore County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US01115","St. Clair County, Alabama","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US05131","Sebastian County, Arkansas","58320","2600","55544","2823","49574","2880","5970","1372","2776","1012","47835","2382","45716","2651","40640","2867","5076","1315","2119","798","6088","1519","5788","1482","5209","1429","579","470","300","346","120","128","120","128","120","128","0","201","0","201","791","463","693","436","693","436","0","201","98","149","1077","433","818","438","503","283","315","341","259","247","2409","999"
"0500000US06055","Napa County, California","66644","2295","66616","2295","52892","2324","13724","1689","28","48","51221","2311","51221","2311","40354","2367","10867","1628","0","211","4960","1026","4960","1026","3591","852","1369","504","0","211","1435","616","1435","616","523","422","912","402","0","211","2095","686","2095","686","1918","698","177","133","0","211","2631","781","2603","784","2204","732","399","339","28","48","4302","750"
"0500000US12031","Duval County, Florida","465754","7818","460556","7959","428739","8002","31817","4309","5198","1471","369931","8538","365836","8663","337457","8446","28379","4051","4095","1335","44299","4850","44026","4852","41283","4601","2743","1102","273","269","6344","1285","6344","1285","6344","1285","0","229","0","229","8196","1447","8123","1454","8123","1454","0","229","73","119","12666","2670","11909","2581","11214","2570","695","566","757","359","24318","3263"
"0500000US22005","Ascension Parish, Louisiana","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US26161","Washtenaw County, Michigan","187763","4016","184193","4119","143852","4337","40341","3031","3570","976","132532","4267","129550","4293","92872","4070","36678","2954","2982","889","14336","1690","14180","1658","11036","1424","3144","834","156","180","10271","1536","10146","1513","9982","1514","164","159","125","227","15312","2354","15142","2363","15077","2364","65","84","170","142","4217","1158","4080","1127","3790","1082","290","388","137","139","11095","1343"
"0500000US29021","Buchanan County, Missouri","41135","2071","39317","2172","35985","2054","3332","859","1818","726","35391","2627","33877","2696","30885","2576","2992","827","1514","661","3845","1142","3541","1142","3226","1038","315","348","304","250","261","212","261","212","261","212","0","190","0","190","665","436","665","436","640","436","25","53","0","190","267","243","267","243","267","243","0","190","0","190","706","372"
"0500000US29077","Greene County, Missouri","134077","3694","133163","3655","124389","3772","8774","1524","914","428","114376","3868","113762","3832","105961","3892","7801","1398","614","328","11542","1902","11408","1919","10706","1843","702","384","134","165","657","384","657","384","657","384","0","190","0","190","1138","558","1045","539","1045","539","0","190","93","154","1351","604","1278","576","1007","465","271","328","73","124","5013","930"
"0500000US34039","Union County, New Jersey","289994","4440","257270","5282","134583","6198","122687","5526","32724","3493","197277","5912","187609","6033","88670","5281","98939","4815","9668","1898","21966","3447","19721","3268","9871","1991","9850","2555","2245","886","32539","3810","12408","2870","6136","1808","6272","1784","20131","2657","8317","1942","8317","1942","7208","1630","1109","709","0","210","17652","4083","16972","4052","10455","2481","6517","2580","680","582","12243","2103"
"0500000US36109","Tompkins County, New York","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
